Acropora2085	K17597
Acropora25389	K04794
Acropora50972	K25610
Acropora7035	K18669
Acropora3998	K17341
Acropora52413	K12836
Acropora26306	K01303
Acropora11146	K07369
Acropora91641	K10408
Acropora52674	K01135
Acropora6240	K03858
Acropora63225	K01969
Acropora4104	K10865
Acropora70877	K04345
Acropora21331	K13179
Acropora32984	K01415
Acropora32716	K22817
Acropora37517	K08041
Acropora15409	K17341
Acropora26467	K16608
Acropora26192	K24508
Acropora51068	K05665
Acropora28076	K14692
Acropora15723	K19993
Acropora18256	K25532
Acropora44140	K10367
Acropora28	K03231
Acropora31898	K24431
Acropora57774	K03164
Acropora24779	K00026
Acropora16062	K13806
Acropora7664	K04513
Acropora25806	K02952
Acropora5234	K12316
Acropora3093	K18435
Acropora9206	K00232
Acropora18439	K06825
Acropora91651	K05312
Acropora17960	K12472
Acropora82890	K01131
Acropora83553	K03006
Acropora8712	K17341
Acropora17710	K07379
Acropora38990	K10646
Acropora20917	K12259
Acropora58990	K24822
Acropora26316	K16353
Acropora13516	K02866
Acropora78486	K04802
Acropora56568	K05181
Acropora20468	K00182
Acropora28040	K17523
Acropora43002	K25532
Acropora12301	K06013
Acropora42849	K22872
Acropora35393	K05011
Acropora10348	K13237
Acropora8149	K01624
Acropora14550	K25000
Acropora22961	K09103
Acropora3938	K09486
Acropora34195	K13447
Acropora12096	K02599
Acropora4094	K05127
Acropora33296	K06258
Acropora21433	K09229
Acropora5912	K05696
Acropora61774	K04809
Acropora4741	K24610
Acropora3458	K16339
Acropora67184	K09580
Acropora4293	K21398
Acropora92395	K10582
Acropora54917	K19511
Acropora7013	K24935
Acropora17024	K23552
Acropora25067	K15015
Acropora13328	K23495
Acropora28374	K17614
Acropora33356	K22210
Acropora924	K06115
Acropora80242	K00645
Acropora17660	K12872
Acropora28520	K05841
Acropora70074	K24175
Acropora66112	K14411
Acropora868	K20284
Acropora4754	K13861
Acropora11982	K18496
Acropora12305	K03462
Acropora87675	K10896
Acropora73148	K16052
Acropora1452	K00665
Acropora8898	K19006
Acropora87933	K06129
Acropora56902	K05094
Acropora21304	K16727
Acropora92848	K05665
Acropora38271	K01081
Acropora5178	K02960
Acropora29435	K08378
Acropora11042	K04266
Acropora4310	K10144
Acropora8521	K01251
Acropora91238	K03164
Acropora67016	K01533
Acropora801	K00819
Acropora10936	K11488
Acropora40164	K24938
Acropora54310	K14611
Acropora39088	K26229
Acropora20621	K09309
Acropora51549	K08960
Acropora4773	K24909
Acropora57935	K20196
Acropora36288	K12614
Acropora2102	K07941
Acropora18872	K08059
Acropora15010	K06240
Acropora27298	K08635
Acropora54639	K03002
Acropora89849	K01415
Acropora25046	K06826
Acropora3565	K01069
Acropora2731	K03065
Acropora73994	K00889
Acropora72	K02880
Acropora71210	K03320
Acropora1639	K06236
Acropora56544	K16815
Acropora22520	K16804
Acropora9165	K10477
Acropora40177	K10838
Acropora31173	K16474
Acropora87699	K08630
Acropora53150	K12603
Acropora2294	K12886
Acropora77769	K11976
Acropora13978	K13523
Acropora36850	K14165
Acropora60239	K03259
Acropora11933	K11150
Acropora4126	K17458
Acropora42816	K01897
Acropora62450	K00665
Acropora35850	K19753
Acropora13901	K08824
Acropora84562	K00128
Acropora50261	K13525
Acropora5320	K18170
Acropora21862	K04989
Acropora8600	K01077
Acropora23137	K02183
Acropora20282	K15276
Acropora10357	K06272
Acropora43805	K11996
Acropora56039	K11254
Acropora5048	K17805
Acropora54275	K05048
Acropora20782	K04564
Acropora61359	K03010
Acropora7307	K10418
Acropora19062	K18741
Acropora54496	K00503
Acropora48904	K17943
Acropora12505	K08076
Acropora20762	K21249
Acropora21150	K16755
Acropora3889	K11456
Acropora7003	K01045
Acropora35771	K18740
Acropora35432	K15026
Acropora33811	K00058
Acropora33489	K11751
Acropora5691	K11583
Acropora50344	K19671
Acropora75687	K11852
Acropora35653	K24680
Acropora13842	K03321
Acropora16004	K10153
Acropora56650	K10408
Acropora51494	K11824
Acropora40721	K24070
Acropora14745	K17341
Acropora790	K22366
Acropora84067	K03115
Acropora64232	K18207
Acropora17276	K12733
Acropora46589	K10408
Acropora1685	K11247
Acropora63092	K08958
Acropora3008	K01006
Acropora90963	K10408
Acropora32655	K10846
Acropora66738	K05849
Acropora57627	K00387
Acropora4802	K03011
Acropora17378	K14966
Acropora7532	K22987
Acropora6476	K00456
Acropora31238	K13177
Acropora80255	K21480
Acropora25232	K11253
Acropora1905	K18041
Acropora8812	K20056
Acropora2416	K04439
Acropora21278	K00927
Acropora18288	K22804
Acropora2538	K20359
Acropora6666	K20683
Acropora22330	K11840
Acropora1594	K10391
Acropora55967	K11968
Acropora653	K13358
Acropora3145	K00907
Acropora15651	K14165
Acropora56251	K01180
Acropora14894	K25802
Acropora6314	K20280
Acropora2012	K24506
Acropora9694	K05034
Acropora78287	K24734
Acropora8781	K13679
Acropora24815	K00600
Acropora76044	K04615
Acropora49701	K00111
Acropora55893	K01535
Acropora1159	K04565
Acropora12726	K18123
Acropora2571	K12392
Acropora14562	K23336
Acropora3274	K07374
Acropora13244	K20032
Acropora10361	K08895
Acropora33571	K02908
Acropora8827	K16529
Acropora45080	K03164
Acropora52208	K03347
Acropora43253	K15665
Acropora30255	K02541
Acropora89378	K13700
Acropora87524	K00665
Acropora3291	K07917
Acropora5171	K23538
Acropora45274	K01349
Acropora47001	K05849
Acropora23115	K23938
Acropora5145	K07359
Acropora23279	K16768
Acropora4017	K12388
Acropora35907	K05665
Acropora15563	K18488
Acropora66458	K08869
Acropora14205	K07933
Acropora3566	K24634
Acropora18040	K00764
Acropora68019	K01242
Acropora47302	K19932
Acropora51324	K10393
Acropora617	K10343
Acropora77253	K04949
Acropora4558	K00728
Acropora15429	K24032
Acropora12566	K02891
Acropora53524	K04358
Acropora19655	K23490
Acropora73738	K01969
Acropora3860	K01873
Acropora11433	K11086
Acropora2760	K19464
Acropora8916	K18152
Acropora47299	K24427
Acropora21108	K05048
Acropora40332	K01176
Acropora31891	K00639
Acropora28862	K02112
Acropora63228	K16602
Acropora89363	K07379
Acropora61812	K04874
Acropora323	K03873
Acropora59449	K22422
Acropora61845	K03462
Acropora10061	K21286
Acropora3131	K24889
Acropora17587	K14683
Acropora55287	K15451
Acropora23349	K12751
Acropora65820	K00688
Acropora18958	K14696
Acropora32036	K08171
Acropora42139	K21734
Acropora12809	K12385
Acropora5916	K21776
Acropora7236	K15627
Acropora29974	K10859
Acropora2644	K05730
Acropora5219	K19970
Acropora82070	K03145
Acropora31301	K14726
Acropora194	K02689
Acropora15075	K07937
Acropora15884	K13754
Acropora33407	K20198
Acropora40398	K06238
Acropora1294	K01647
Acropora2692	K09093
Acropora24038	K13706
Acropora87486	K19511
Acropora5515	K02984
Acropora10771	K03327
Acropora20861	K06066
Acropora177	K02872
Acropora275	K02112
Acropora33190	K24631
Acropora87619	K11251
Acropora17779	K04345
Acropora79718	K00031
Acropora55593	K17914
Acropora71047	K06240
Acropora3912	K00542
Acropora5837	K17577
Acropora9853	K13304
Acropora26217	K14379
Acropora11199	K20824
Acropora22788	K25168
Acropora53713	K01229
Acropora4811	K12399
Acropora57269	K04371
Acropora2321	K23902
Acropora27536	K11254
Acropora84250	K22747
Acropora1089	K00820
Acropora73643	K08798
Acropora16442	K23342
Acropora6026	K04362
Acropora62954	K05544
Acropora35545	K15111
Acropora52075	K02880
Acropora18339	K18663
Acropora61138	K16458
Acropora34463	K10280
Acropora25951	K18405
Acropora17946	K24835
Acropora77873	K14618
Acropora9590	K16288
Acropora80312	K16582
Acropora22665	K10589
Acropora78794	K03231
Acropora21465	K08874
Acropora34998	K09200
Acropora34200	K12166
Acropora8892	K09598
Acropora21968	K01534
Acropora18773	K22754
Acropora28487	K03696
Acropora55129	K02320
Acropora35843	K08864
Acropora85209	K03083
Acropora37969	K21989
Acropora44452	K04550
Acropora9105	K02943
Acropora21812	K01952
Acropora6424	K25174
Acropora23075	K05661
Acropora30156	K11419
Acropora831	K24215
Acropora8986	K14015
Acropora50871	K00088
Acropora16162	K00703
Acropora11174	K09850
Acropora27162	K13047
Acropora629	K25839
Acropora39789	K01581
Acropora60500	K07497
Acropora3449	K05853
Acropora24588	K20995
Acropora5646	K26410
Acropora13404	K06230
Acropora33925	K06694
Acropora26677	K03070
Acropora12043	K17923
Acropora1392	K03283
Acropora36722	K24228
Acropora3681	K10895
Acropora15855	K02943
Acropora10099	K04097
Acropora31341	K04593
Acropora45733	K02929
Acropora35560	K10266
Acropora39073	K25547
Acropora17522	K01490
Acropora49610	K00939
Acropora3658	K04727
Acropora52199	K13750
Acropora17227	K26546
Acropora52500	K16669
Acropora48026	K08574
Acropora42947	K10355
Acropora88314	K12483
Acropora26408	K10629
Acropora55716	K05657
Acropora17574	K10645
Acropora63016	K09401
Acropora6594	K12662
Acropora35892	K00408
Acropora4652	K02078
Acropora53614	K01135
Acropora27075	K04615
Acropora37400	K02896
Acropora17187	K10084
Acropora32115	K07376
Acropora69387	K13071
Acropora13571	K15175
Acropora39260	K12035
Acropora8031	K18629
Acropora40080	K03036
Acropora5041	K03174
Acropora86205	K10380
Acropora26600	K01915
Acropora57286	K00472
Acropora8497	K00703
Acropora24075	K18201
Acropora7316	K00362
Acropora6055	K16288
Acropora53293	K13866
Acropora66581	K10409
Acropora29909	K19525
Acropora7406	K18622
Acropora42727	K24822
Acropora34961	K09257
Acropora23235	K16513
Acropora15890	K18160
Acropora101	K02908
Acropora11347	K24229
Acropora52572	K11131
Acropora87504	K20028
Acropora46792	K06560
Acropora79201	K08776
Acropora37026	K13205
Acropora7580	K15281
Acropora11621	K24155
Acropora43357	K10484
Acropora76054	K24174
Acropora8178	K25769
Acropora211	K03707
Acropora45156	K00248
Acropora11049	K16219
Acropora9015	K15455
Acropora42741	K03253
Acropora58068	K16302
Acropora56221	K07376
Acropora10503	K07901
Acropora3051	K17341
Acropora46673	K05208
Acropora32138	K17255
Acropora4209	K25192
Acropora3713	K07562
Acropora63387	K01530
Acropora63949	K06221
Acropora6189	K14216
Acropora8638	K16465
Acropora43851	K25058
Acropora20885	K11838
Acropora63804	K10408
Acropora16827	K10626
Acropora13055	K13278
Acropora81490	K09586
Acropora22566	K03125
Acropora69783	K10454
Acropora33858	K12196
Acropora388	K01206
Acropora65619	K24609
Acropora8361	K11804
Acropora2522	K17505
Acropora11369	K19491
Acropora47601	K00053
Acropora9615	K14857
Acropora11487	K10369
Acropora11234	K12611
Acropora2286	K02964
Acropora9252	K10758
Acropora80179	K00850
Acropora20531	K04606
Acropora54517	K05658
Acropora69954	K10408
Acropora9990	K16672
Acropora75372	K10393
Acropora72945	K05656
Acropora22777	K23342
Acropora1692	K11599
Acropora5323	K14324
Acropora23505	K01803
Acropora57872	K14399
Acropora13585	K16465
Acropora43277	K03023
Acropora9177	K06086
Acropora33638	K09584
Acropora7151	K18178
Acropora17482	K14402
Acropora2357	K24941
Acropora33151	K15121
Acropora18175	K14845
Acropora5408	K24254
Acropora7138	K03189
Acropora79690	K07198
Acropora3264	K20122
Acropora58960	K07376
Acropora8516	K11840
Acropora35534	K01354
Acropora23827	K10301
Acropora50897	K02857
Acropora90208	K00645
Acropora65131	K10418
Acropora3034	K02377
Acropora6473	K20131
Acropora2000	K17307
Acropora3175	K11810
Acropora26302	K10457
Acropora52440	K05181
Acropora45562	K10133
Acropora16425	K01897
Acropora47735	K05674
Acropora34859	K22684
Acropora58521	K01135
Acropora13594	K08292
Acropora30552	K23332
Acropora82379	K04615
Acropora61721	K15542
Acropora23914	K12319
Acropora16645	K00088
Acropora35964	K12417
Acropora4549	K11150
Acropora1868	K01893
Acropora35424	K03028
Acropora31615	K03235
Acropora12198	K07930
Acropora9964	K09008
Acropora9316	K16298
Acropora4396	K04671
Acropora25318	K24431
Acropora44860	K03675
Acropora23545	K11997
Acropora61489	K13750
Acropora15335	K18728
Acropora13994	K20726
Acropora50742	K01408
Acropora12919	K04357
Acropora9112	K17637
Acropora12716	K26419
Acropora28178	K07375
Acropora27930	K10406
Acropora61684	K22138
Acropora49555	K03250
Acropora4330	K00030
Acropora41379	K02371
Acropora24657	K13412
Acropora24044	K08745
Acropora23346	K01354
Acropora6341	K07942
Acropora1848	K10382
Acropora22890	K22262
Acropora18894	K16780
Acropora13654	K11805
Acropora3215	K08798
Acropora25162	K10408
Acropora61441	K10575
Acropora79989	K21358
Acropora41007	K03527
Acropora39666	K10770
Acropora21489	K20198
Acropora22978	K14300
Acropora7054	K23795
Acropora18632	K13526
Acropora55204	K01893
Acropora51039	K05284
Acropora4921	K17403
Acropora89646	K11136
Acropora9265	K12860
Acropora32873	K16342
Acropora50814	K04885
Acropora28552	K15683
Acropora17190	K08632
Acropora9925	K20551
Acropora2580	K02731
Acropora8221	K02350
Acropora59696	K00131
Acropora84922	K11453
Acropora71158	K07901
Acropora19294	K20031
Acropora71287	K04141
Acropora75032	K00432
Acropora15667	K05289
Acropora13229	K10414
Acropora86964	K00962
Acropora29671	K22531
Acropora12284	K02954
Acropora6561	K23643
Acropora52108	K23257
Acropora13029	K19901
Acropora11522	K11347
Acropora45829	K01887
Acropora26919	K17339
Acropora57094	K04550
Acropora43121	K14966
Acropora43978	K04615
Acropora77267	K11143
Acropora1888	K00963
Acropora44106	K10380
Acropora73030	K02599
Acropora14844	K09230
Acropora74294	K11374
Acropora42778	K12430
Acropora71347	K05120
Acropora49311	K08764
Acropora3899	K10415
Acropora78134	K00380
Acropora4131	K02634
Acropora25747	K06711
Acropora2328	K23697
Acropora6282	K11303
Acropora23140	K04397
Acropora17005	K19526
Acropora2306	K23625
Acropora9041	K05636
Acropora36134	K13169
Acropora29614	K04908
Acropora18116	K11594
Acropora84393	K11158
Acropora24858	K24506
Acropora17146	K01148
Acropora6077	K09233
Acropora2137	K03037
Acropora4564	K15171
Acropora9846	K00884
Acropora11110	K23714
Acropora71327	K11502
Acropora62908	K01769
Acropora17906	K00445
Acropora62675	K17506
Acropora512	K04644
Acropora87830	K06058
Acropora70027	K07375
Acropora13728	K06233
Acropora24634	K24023
Acropora13277	K10733
Acropora46791	K24729
Acropora42808	K03046
Acropora78634	K17632
Acropora46716	K16669
Acropora8761	K11108
Acropora13298	K00940
Acropora1166	K17307
Acropora38238	K06115
Acropora59167	K19674
Acropora5540	K17257
Acropora14962	K09664
Acropora22732	K20526
Acropora5313	K02997
Acropora43418	K05095
Acropora73029	K06941
Acropora37551	K25425
Acropora72472	K01913
Acropora6106	K02923
Acropora22682	K07943
Acropora10329	K20125
Acropora57026	K00819
Acropora40052	K22614
Acropora9245	K10424
Acropora6292	K18260
Acropora42748	K00819
Acropora14151	K00224
Acropora61623	K24012
Acropora23833	K03932
Acropora23064	K05658
Acropora16218	K01763
Acropora58317	K05129
Acropora26869	K05695
Acropora70435	K00031
Acropora59302	K01027
Acropora35364	K17495
Acropora3414	K09632
Acropora82812	K01522
Acropora59190	K01537
Acropora73877	K01285
Acropora29032	K05658
Acropora21911	K12323
Acropora35086	K08378
Acropora109	K04079
Acropora26897	K09228
Acropora89922	K10266
Acropora50666	K10380
Acropora16373	K04153
Acropora29839	K00787
Acropora18070	K24797
Acropora10519	K01135
Acropora3317	K02111
Acropora6114	K04412
Acropora19658	K24253
Acropora30101	K08231
Acropora8924	K19199
Acropora10424	K17914
Acropora41124	K19873
Acropora35948	K20838
Acropora61249	K13102
Acropora30594	K15104
Acropora72283	K01745
Acropora32267	K07390
Acropora64976	K10526
Acropora25668	K14832
Acropora27003	K26163
Acropora14186	K02865
Acropora42362	K00699
Acropora29522	K10277
Acropora56060	K05544
Acropora13899	K24436
Acropora55246	K14560
Acropora10529	K14400
Acropora20590	K08202
Acropora3199	K17771
Acropora6470	K14611
Acropora42390	K25610
Acropora8278	K14715
Acropora7690	K25304
Acropora18095	K15837
Acropora25227	K10586
Acropora7911	K23909
Acropora11862	K02949
Acropora72467	K10734
Acropora66485	K06269
Acropora25608	K10302
Acropora21155	K17928
Acropora13090	K17533
Acropora53269	K01958
Acropora26164	K04428
Acropora7332	K00626
Acropora87505	K04615
Acropora24660	K11322
Acropora6947	K01637
Acropora93192	K14590
Acropora17099	K17341
Acropora3651	K07944
Acropora1774	K00182
Acropora16807	K00508
Acropora59055	K10380
Acropora20498	K16273
Acropora46687	K01956
Acropora83357	K03675
Acropora18450	K06776
Acropora851	K17426
Acropora12790	K11412
Acropora31146	K10686
Acropora19390	K10408
Acropora25206	K12567
Acropora17603	K05743
Acropora93154	K16604
Acropora29241	K22390
Acropora21621	K02219
Acropora25348	K00131
Acropora7408	K23664
Acropora32989	K02870
Acropora54694	K17914
Acropora78493	K06158
Acropora40240	K17681
Acropora3301	K17592
Acropora73901	K05677
Acropora20367	K04095
Acropora926	K18644
Acropora30456	K19684
Acropora5473	K15620
Acropora36880	K14995
Acropora38755	K10169
Acropora2647	K08601
Acropora1110	K02110
Acropora63205	K25548
Acropora82395	K10408
Acropora2600	K02874
Acropora8303	K09494
Acropora12103	K01309
Acropora82097	K18893
Acropora11195	K04352
Acropora26402	K11293
Acropora24877	K25615
Acropora24889	K01179
Acropora31847	K01689
Acropora2088	K09365
Acropora13599	K20777
Acropora10266	K12819
Acropora36402	K24469
Acropora20265	K24298
Acropora10466	K25543
Acropora5522	K09194
Acropora38419	K01379
Acropora5609	K05643
Acropora2650	K03253
Acropora10353	K24520
Acropora81417	K26273
Acropora13537	K09381
Acropora1629	K21347
Acropora13383	K02147
Acropora14672	K05681
Acropora6833	K06276
Acropora71621	K01785
Acropora2899	K22290
Acropora14019	K02985
Acropora16087	K18201
Acropora12323	K25587
Acropora8328	K17592
Acropora50390	K13755
Acropora26487	K24835
Acropora15647	K04135
Acropora4852	K09632
Acropora6471	K14021
Acropora985	K07213
Acropora14181	K23664
Acropora10759	K10312
Acropora22073	K00815
Acropora20200	K06692
Acropora87479	K00710
Acropora51754	K09267
Acropora3609	K11644
Acropora22123	K19674
Acropora11482	K00337
Acropora19990	K01714
Acropora379	K13186
Acropora83854	K08869
Acropora47772	K03992
Acropora10036	K06778
Acropora4624	K07514
Acropora8537	K11848
Acropora15043	K11267
Acropora50844	K04464
Acropora20798	K18398
Acropora27991	K10382
Acropora8640	K13116
Acropora48362	K13172
Acropora16096	K01880
Acropora2742	K05120
Acropora191	K02903
Acropora612	K15040
Acropora1169	K00134
Acropora10126	K10087
Acropora24759	K08341
Acropora94075	K00700
Acropora11741	K17932
Acropora11576	K14696
Acropora36358	K00710
Acropora14103	K11840
Acropora1633	K09326
Acropora3440	K25004
Acropora32822	K03030
Acropora57317	K00327
Acropora10954	K20304
Acropora50951	K01187
Acropora3637	K19636
Acropora115	K06497
Acropora3178	K02691
Acropora19328	K23588
Acropora10977	K05305
Acropora68917	K00106
Acropora32408	K00315
Acropora84832	K08546
Acropora82646	K06636
Acropora3098	K24540
Acropora13459	K14721
Acropora23348	K06564
Acropora3238	K12805
Acropora24982	K10809
Acropora1651	K04438
Acropora30582	K06674
Acropora52045	K14007
Acropora42886	K13147
Acropora55273	K01176
Acropora1476	K04712
Acropora54625	K03696
Acropora8295	K09342
Acropora24493	K11550
Acropora26133	K11765
Acropora8839	K14566
Acropora8893	K22754
Acropora48859	K04988
Acropora1389	K01587
Acropora19389	K24317
Acropora73009	K01794
Acropora9483	K04600
Acropora77133	K14440
Acropora73316	K13412
Acropora7548	K19867
Acropora29542	K26544
Acropora4731	K00852
Acropora10949	K23963
Acropora24428	K19527
Acropora47332	K01349
Acropora25835	K06630
Acropora47782	K07466
Acropora21874	K03869
Acropora48698	K09867
Acropora66795	K26273
Acropora41788	K12402
Acropora25088	K02206
Acropora25395	K15276
Acropora49123	K05125
Acropora30399	K00327
Acropora66868	K14799
Acropora46727	K01517
Acropora1700	K11446
Acropora36608	K06269
Acropora54097	K01768
Acropora8813	K14437
Acropora3001	K01273
Acropora55571	K01195
Acropora17309	K17592
Acropora25543	K18598
Acropora4946	K02677
Acropora31123	K02603
Acropora1053	K24835
Acropora7572	K02923
Acropora32222	K23490
Acropora10262	K14288
Acropora22182	K00859
Acropora22219	K17690
Acropora16542	K15162
Acropora43661	K04863
Acropora15153	K02223
Acropora33358	K18059
Acropora46075	K01441
Acropora11471	K16488
Acropora38659	K01810
Acropora11685	K14692
Acropora2633	K09511
Acropora76287	K06965
Acropora14361	K24464
Acropora28803	K10846
Acropora34673	K17554
Acropora77909	K11315
Acropora56445	K05592
Acropora42310	K11717
Acropora76182	K07300
Acropora21439	K10148
Acropora50649	K08864
Acropora30544	K02727
Acropora39681	K02516
Acropora70662	K19521
Acropora32597	K10637
Acropora78916	K16465
Acropora4408	K08860
Acropora10255	K23562
Acropora33531	K15340
Acropora50823	K17767
Acropora8346	K10350
Acropora87541	K07376
Acropora27259	K06133
Acropora19896	K24842
Acropora29942	K00485
Acropora54447	K01230
Acropora16036	K25442
Acropora6491	K00059
Acropora35437	K01507
Acropora18161	K02876
Acropora3870	K12231
Acropora6511	K10276
Acropora25520	K00907
Acropora86801	K06641
Acropora18370	K14379
Acropora6836	K20368
Acropora22275	K19761
Acropora4144	K08066
Acropora43254	K23048
Acropora57282	K22125
Acropora56588	K10956
Acropora50255	K15285
Acropora62288	K00852
Acropora55900	K10307
Acropora28394	K11462
Acropora216	K02985
Acropora16892	K17617
Acropora12299	K09531
Acropora7949	K17266
Acropora58591	K03798
Acropora18409	K13138
Acropora76064	K00106
Acropora29575	K03691
Acropora18865	K10380
Acropora9010	K24730
Acropora89687	K01255
Acropora62265	K03798
Acropora39038	K02684
Acropora52032	K22144
Acropora1363	K19721
Acropora14668	K14395
Acropora45906	K01382
Acropora52489	K12432
Acropora93287	K23025
Acropora53048	K21918
Acropora5941	K20908
Acropora441	K04552
Acropora13237	K01951
Acropora14734	K15326
Acropora4574	K18083
Acropora48021	K08582
Acropora8462	K17919
Acropora18874	K06709
Acropora16981	K21068
Acropora22164	K14638
Acropora45812	K13806
Acropora32024	K25769
Acropora41200	K02154
Acropora18556	K14841
Acropora21987	K01102
Acropora8407	K04367
Acropora20190	K10595
Acropora88072	K12400
Acropora2893	K09290
Acropora85283	K23342
Acropora4015	K05737
Acropora1024	K11826
Acropora9630	K12182
Acropora16690	K11414
Acropora6475	K09188
Acropora9916	K10294
Acropora3340	K17391
Acropora10937	K09353
Acropora10597	K11141
Acropora90260	K10392
Acropora41223	K17307
Acropora22378	K16857
Acropora46318	K00654
Acropora23382	K06236
Acropora7625	K17512
Acropora7189	K24135
Acropora12328	K24691
Acropora22600	K05012
Acropora41842	K15692
Acropora6514	K11364
Acropora34271	K04936
Acropora58400	K16747
Acropora39092	K09567
Acropora44008	K01301
Acropora20205	K03462
Acropora6136	K12132
Acropora65951	K07904
Acropora75239	K25861
Acropora65844	K10807
Acropora25938	K08832
Acropora64590	K12323
Acropora50576	K03061
Acropora76696	K04851
Acropora59201	K00587
Acropora3552	K08765
Acropora13323	K16811
Acropora10900	K23714
Acropora40951	K07754
Acropora2262	K14735
Acropora92036	K01599
Acropora6092	K21248
Acropora30523	K01017
Acropora20382	K01787
Acropora52669	K11160
Acropora43856	K08625
Acropora95082	K09093
Acropora74032	K01103
Acropora19375	K14026
Acropora17394	K23553
Acropora5317	K25551
Acropora24638	K11592
Acropora9419	K14767
Acropora77611	K09228
Acropora392	K07889
Acropora21542	K08465
Acropora4162	K11170
Acropora30	K02932
Acropora70908	K18592
Acropora28767	K01581
Acropora32470	K24469
Acropora7030	K09534
Acropora48977	K02998
Acropora15828	K15176
Acropora61320	K15837
Acropora15683	K11840
Acropora5688	K23339
Acropora45229	K00963
Acropora84087	K24938
Acropora33679	K01802
Acropora41087	K04523
Acropora7954	K11789
Acropora10512	K00868
Acropora6624	K24786
Acropora7361	K12398
Acropora29017	K15053
Acropora60907	K01322
Acropora17828	K01487
Acropora29065	K03331
Acropora16319	K08342
Acropora27133	K22371
Acropora30123	K20777
Acropora72061	K01817
Acropora17071	K03130
Acropora1870	K26401
Acropora68565	K22372
Acropora1060	K13912
Acropora2817	K01613
Acropora38263	K05121
Acropora7880	K06171
Acropora86164	K05648
Acropora49015	K01366
Acropora21943	K01610
Acropora25649	K26480
Acropora46804	K00059
Acropora25944	K09026
Acropora6390	K00488
Acropora60520	K00645
Acropora92175	K14556
Acropora16448	K00898
Acropora44212	K05658
Acropora23703	K16483
Acropora13496	K21879
Acropora2466	K03320
Acropora3686	K03236
Acropora7329	K00639
Acropora42633	K01468
Acropora8547	K00598
Acropora81690	K01275
Acropora4198	K02971
Acropora6904	K02634
Acropora58895	K13412
Acropora11097	K08045
Acropora43751	K26730
Acropora9477	K18040
Acropora3180	K09485
Acropora5951	K12323
Acropora4002	K17969
Acropora57095	K12823
Acropora20775	K05636
Acropora14551	K10059
Acropora14986	K10268
Acropora40281	K10747
Acropora40106	K01310
Acropora24939	K11729
Acropora48443	K10408
Acropora92984	K04371
Acropora5252	K14538
Acropora663	K12751
Acropora53502	K01251
Acropora41937	K08863
Acropora15425	K06254
Acropora6214	K03063
Acropora62809	K03596
Acropora58779	K18042
Acropora20094	K14347
Acropora11634	K06058
Acropora4511	K03193
Acropora50729	K01885
Acropora60090	K08957
Acropora9814	K16072
Acropora44064	K03453
Acropora6632	K02375
Acropora1756	K00972
Acropora8362	K10251
Acropora75516	K11262
Acropora4697	K16942
Acropora9022	K17278
Acropora47886	K00029
Acropora55260	K18681
Acropora1016	K08133
Acropora34012	K20279
Acropora41681	K02516
Acropora44267	K10837
Acropora34183	K08900
Acropora18399	K00381
Acropora81615	K01649
Acropora4188	K17083
Acropora2180	K08906
Acropora21033	K12035
Acropora20330	K14787
Acropora83236	K13207
Acropora75125	K02324
Acropora32640	K06676
Acropora56675	K14801
Acropora1127	K00615
Acropora54574	K05665
Acropora21409	K25215
Acropora71293	K03013
Acropora1049	K13525
Acropora18007	K16768
Acropora31788	K13024
Acropora45128	K12847
Acropora82199	K02883
Acropora11120	K12581
Acropora31780	K20096
Acropora65615	K05869
Acropora22936	K08834
Acropora3646	K00939
Acropora21745	K18890
Acropora46478	K20049
Acropora20838	K11795
Acropora23932	K00167
Acropora35827	K11490
Acropora7341	K08375
Acropora24609	K08770
Acropora27668	K23804
Acropora44222	K16308
Acropora11090	K14338
Acropora2781	K16857
Acropora10414	K23730
Acropora40243	K01358
Acropora15046	K23791
Acropora55338	K02324
Acropora24194	K07375
Acropora36184	K04857
Acropora30228	K15029
Acropora5893	K01304
Acropora1766	K00688
Acropora9019	K17598
Acropora1444	K13352
Acropora25406	K03676
Acropora48239	K03237
Acropora36422	K00088
Acropora14288	K00958
Acropora25750	K01410
Acropora69551	K05666
Acropora21355	K01240
Acropora3613	K24469
Acropora93988	K00706
Acropora2828	K15448
Acropora30669	K25547
Acropora6716	K10845
Acropora51716	K02492
Acropora3376	K09091
Acropora5431	K01415
Acropora62083	K03899
Acropora15776	K03325
Acropora10063	K19473
Acropora10285	K24996
Acropora79096	K04367
Acropora30440	K03039
Acropora3700	K20994
Acropora55053	K07376
Acropora55744	K19603
Acropora53400	K05673
Acropora36336	K08138
Acropora13510	K24839
Acropora17016	K00858
Acropora814	K05695
Acropora7819	K06082
Acropora78856	K09592
Acropora51957	K01915
Acropora46757	K13515
Acropora5714	K05695
Acropora52575	K11140
Acropora41609	K17545
Acropora23371	K00567
Acropora57846	K06413
Acropora14702	K25790
Acropora67789	K07497
Acropora11179	K24419
Acropora87191	K22815
Acropora10835	K08830
Acropora51887	K14802
Acropora22020	K06058
Acropora16828	K03217
Acropora30567	K00264
Acropora3104	K08544
Acropora69202	K24501
Acropora2375	K19511
Acropora5861	K15029
Acropora18687	K25611
Acropora245	K02923
Acropora48332	K12858
Acropora27334	K19511
Acropora971	K18584
Acropora12268	K03103
Acropora90278	K05012
Acropora3257	K22290
Acropora35832	K01079
Acropora36938	K01176
Acropora13855	K01180
